AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2018;1509;Milano Bicocca;LMG/01;Giurisprudenza;MILANO;15;F;180
2019;1503;Milano Bocconi;L-18;Economia e Management Internazionale;MILANO;15;F;180
2018;5815;Roma UNICUSANO - telematica;LM-56;Scienze Economiche;ROMA;58;M;180
2019;201;Piemonte Orientale;L-18;Economia Aziendale;NOVARA;3;M;179
2019;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;TORINO;1;M;179
2019;102;Torino Politecnico;LM-23;Ingegneria Civile;TORINO;1;M;179
2019;101;Torino;LM-51;Psicologia Clinica: Salute e Interventi nella Comunita';TORINO;1;F;179
2018;1504;Milano Cattolica;LM-38;Scienze Linguistiche;MILANO;15;F;179
2018;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;F;179
2019;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;M;179
2019;3701;Bologna;L-24;Scienze e Tecniche Psicologiche;CESENA;40;F;179
2019;3601;Modena e Reggio Emilia;L-18;Marketing e Organizzazione d'Impresa;REGGIO NELL'EMILIA;35;F;179
2019;5001;Pisa;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PISA;50;F;179
2020;1503;Milano Bocconi;LM-77;Marketing Management;MILANO;15;F;179
2020;102;Torino Politecnico;L-09;Ingegneria Gestionale;TORINO;1;M;179
2021;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;M;179
2020;5807;Roma Tre;L-18;Economia e Gestione Aziendale;ROMA;58;M;179
2021;5815;Roma UNICUSANO - telematica;LM-51;Psicologia;ROMA;58;M;179
2021;8701;Catania;L-18;Economia Aziendale;CATANIA;87;M;179
2021;7901;Catanzaro;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CATANZARO;79;F;178
2021;5807;Roma Tre;LMG/01;Giurisprudenza;ROMA;58;M;178
2020;1501;Milano;L-05;Filosofia;MILANO;15;M;178
2019;5801;Roma La Sapienza;LM-59;Organizzazione e Marketing per la Comunicazione d'Impresa;ROMA;58;F;178
2019;5816;Roma San Raffaele - telematica;LM-61;Scienze della Nutrizione Umana;ROMA;58;F;178
2018;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;M;178
2018;5805;Roma LUISS;LMG/01;Giurisprudenza;ROMA;58;M;178
2019;101;Torino;L-15;Lingue e Culture per il Turismo;TORINO;1;F;178
2018;8201;Palermo;L-19;Scienze dell'Educazione;PALERMO;82;F;178
2019;1501;Milano;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MILANO;15;F;177
2018;4801;Firenze;LM-85 bis;Scienze della Formazione Primaria;FIRENZE;48;F;177
2018;1504;Milano Cattolica;L-12;Scienze Linguistiche;BRESCIA;17;F;177
2018;1201;Castellanza LIUC;LM-77;Economia Aziendale e Management;CASTELLANZA;12;M;177
2019;6301;Napoli Federico II;LM-41;Corso di Laurea Magistrale in Medicina e Chirurgia;NAPOLI;63;M;177
2019;8301;Messina;L-22;Scienze Motorie, Sport e Salute;MESSINA;83;F;177
2019;7801;Calabria;L-19;Scienze dell'Educazione;RENDE;78;F;177
2019;5001;Pisa;L-18;Economia Aziendale;PISA;50;F;177
2019;3601;Modena e Reggio Emilia;LM-38;Languages For Communication in International Enterprises And Organizations - Lingue per la Comunicazione nell'Impresa e nelle Organizzazioni Internazionali;MODENA;36;F;177
2019;3701;Bologna;L-19;Educatore Sociale e Culturale;BOLOGNA;37;F;177
2020;1301;Novedrate e-Campus - telematica;L-09;Ingegneria Industriale;NOVEDRATE;13;M;177
2020;1504;Milano Cattolica;LM-77;Management per l'Impresa;MILANO;15;F;177
2020;2801;Padova;L-36;Scienze Politiche, Relazioni Internazionali, Diritti Umani;PADOVA;28;F;177
2021;5809;Roma UNINT;LM-94;Interpretariato e Traduzione;ROMA;58;F;177
2021;5807;Roma Tre;L-18;Economia e Gestione Aziendale;ROMA;58;F;177
2021;5001;Pisa;L-11;Lingue e Letterature Straniere;PISA;50;F;177
2020;1503;Milano Bocconi;L-18;International Economics And Management;MILANO;15;F;176
2019;5801;Roma La Sapienza;LMG/01;Giurisprudenza;ROMA;58;M;176
2019;6301;Napoli Federico II;L-33;Economia e Commercio;NAPOLI;63;M;176
2018;101;Torino;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TORINO;1;F;176
2018;1501;Milano;LM-13;Farmacia;MILANO;15;F;175
2018;2801;Padova;L-18;Economia;PADOVA;28;M;175
2019;201;Piemonte Orientale;L-18;Economia Aziendale;NOVARA;3;F;175
2018;8701;Catania;L-24;Scienze e Tecniche Psicologiche;CATANIA;87;F;175
2019;6303;Napoli L'Orientale;L-11;Lingue e Culture Comparate;NAPOLI;63;F;175
2019;6501;Salerno;LM-85 bis;Scienze della Formazione Primaria;FISCIANO;65;F;175
2019;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;M;175
2020;1502;Milano Politecnico;LM-21;Biomedical Engineering - Ingegneria Biomedica;MILANO;15;M;175
2020;1501;Milano;LM-41;Medicina e Chirurgia;MILANO;15;M;175
2020;1601;Bergamo;L-20;Scienze della Comunicazione;BERGAMO;16;F;175
2020;1501;Milano;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MILANO;15;F;175
2020;4801;Firenze;L-09;Ingegneria Meccanica;FIRENZE;48;M;175
2021;4801;Firenze;LM-41;Medicina e Chirurgia;FIRENZE;48;F;175
2021;5801;Roma La Sapienza;L-36;Scienze Politiche e Relazioni Internazionali;ROMA;58;F;175
2021;5001;Pisa;LMG/01;Giurisprudenza;PISA;50;F;175
2021;6501;Salerno;LM-85 bis;Scienze della Formazione Primaria;FISCIANO;65;F;175
2020;6501;Salerno;L-19;Scienze dell'Educazione;FISCIANO;65;F;175
2021;1504;Milano Cattolica;LM-77;Management per l'Impresa;MILANO;15;F;175
2021;1503;Milano Bocconi;LM-16;Finanza - Finance;MILANO;15;M;175
2021;1301;Novedrate e-Campus - telematica;LM-67;Scienze dell'Esercizio Fisico per il Benessere e la Salute;NOVEDRATE;13;M;174
2021;1505;Milano IULM;L-20;Relazioni Pubbliche e Comunicazione d'Impresa;MILANO;15;M;174
2021;1801;Pavia;LM-41;Medicina e Chirurgia;PAVIA;18;F;174
2021;6501;Salerno;L-11;Lingue e Culture Straniere;FISCIANO;65;F;174
2021;7201;Bari;L-28;Scienze e Gestione delle Attivita' Marittime;TARANTO;73;M;174
2021;8201;Palermo;L-19;Scienze dell'Educazione;PALERMO;82;F;174
2020;5805;Roma LUISS;L-36;Scienze Politiche;ROMA;58;F;174
2020;4201;Marche;L-13;Scienze Biologiche;ANCONA;42;F;174
2020;1509;Milano Bicocca;LM-85;Scienze Pedagogiche;MILANO;15;F;174
2019;4801;Firenze;L-09;Ingegneria Meccanica;FIRENZE;48;M;174
2019;6501;Salerno;L-08;Ingegneria Informatica;FISCIANO;65;M;174
2018;6001;Cassino;L-19;Scienze dell'Educazione e della Formazione;CASSINO;60;F;174
2018;1501;Milano;LM-59;Comunicazione Pubblica e d'Impresa;MILANO;15;F;174
2018;1502;Milano Politecnico;LM-04;Architettura - Progettazione Architettonica;MILANO;15;F;174
2018;101;Torino;L-15;Lingue e Culture per il Turismo;TORINO;1;F;174
2018;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;TORINO;1;M;174
2018;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;M;173
2019;101;Torino;L-31;Informatica;TORINO;1;M;173
2021;7201;Bari;L-24;Scienze e Tecniche Psicologiche;BARI;72;F;173
2021;101;Torino;LM-51;Psicologia Clinica: Salute e Interventi nella Comunita';TORINO;1;F;173
2021;1001;Genova;L-11;Lingue e Culture Moderne;GENOVA;10;F;172
2021;1505;Milano IULM;L-12;Interpretariato e Comunicazione;MILANO;15;F;172
2020;6501;Salerno;LM-85 bis;Scienze della Formazione Primaria;FISCIANO;65;F;172
2019;101;Torino;LM-41;Medicina e Chirurgia;TORINO;1;F;172
2019;1201;Castellanza LIUC;LM-77;Economia Aziendale e Management;CASTELLANZA;12;M;172
2019;1501;Milano;L-05;Filosofia;MILANO;15;M;172
2019;1503;Milano Bocconi;LMG/01;Giurisprudenza;MILANO;15;F;172
2018;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;M;172
2018;5001;Pisa;LMG/01;Giurisprudenza;PISA;50;F;172
2018;102;Torino Politecnico;L-09;Ingegneria Gestionale;TORINO;1;M;172
2019;8701;Catania;L-24;Scienze e Tecniche Psicologiche;CATANIA;87;F;172
2020;1504;Milano Cattolica;LM-41;Medicina e Chirurgia;ROMA;58;F;171
2020;3701;Bologna;L-24;Scienze e Tecniche Psicologiche;CESENA;40;F;171
2019;5815;Roma UNICUSANO - telematica;L-19;Scienze dell'Educazione e della Formazione;ROMA;58;F;171
2019;5815;Roma UNICUSANO - telematica;L-18;Economia Aziendale e Management, ;ROMA;58;F;171
2019;5801;Roma La Sapienza;L-36;Scienze Politiche e Relazioni Internazionali;ROMA;58;F;171
2018;3401;Parma;L-18;Economia e Management;PARMA;34;F;171
2018;6307;Napoli Pegaso - telematica;L-19;Scienze dell'Educazione e della Formazione;NAPOLI;63;M;171
2020;7901;Catanzaro;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CATANZARO;79;F;171
2021;1504;Milano Cattolica;L-18;Economia e Gestione dei Beni Culturali e dello Spettacolo;MILANO;15;F;171
2021;8301;Messina;L-22;Scienze Motorie, Sport e Salute;MESSINA;83;M;171
2021;8701;Catania;L-11;Lingue e Culture Europee Euroamericane ed Orientali;CATANIA;87;F;171
2021;3701;Bologna;L-09;Ingegneria Gestionale;BOLOGNA;37;M;170
2021;1509;Milano Bicocca;LM-51;Psicologia Clinica e Neuropsicologia Nel Ciclo di Vita;MILANO;15;F;170
2021;2301;Verona;LM-38;Lingue per la Comunicazione Turistica e Commerciale;VERONA;23;F;170
2021;1502;Milano Politecnico;L-09;Ingegneria Biomedica;MILANO;15;F;170
2020;5815;Roma UNICUSANO - telematica;L-36;Scienze Politiche e Relazioni Internazionali;ROMA;58;F;170
2019;1509;Milano Bicocca;LMG/01;Giurisprudenza;MILANO;15;F;170
2019;1501;Milano;LM-38;Lingue e Culture per la Comunicazione e la Cooperazione Internazionale;SESTO SAN GIOVANNI;15;F;170
2018;3701;Bologna;L-03;Culture e Tecniche della Moda;RIMINI;99;F;170
2018;3701;Bologna;L-19;Educatore nei Servizi per l'Infanzia;BOLOGNA;37;F;170
2019;5801;Roma La Sapienza;L-24;Psicologia e Salute;ROMA;58;F;170
2019;3701;Bologna;L-09;Ingegneria Gestionale;BOLOGNA;37;M;170
2019;6301;Napoli Federico II;LM-41;Corso di Laurea Magistrale in Medicina e Chirurgia;NAPOLI;63;F;170
2019;6301;Napoli Federico II;L-11;Corso di Laurea in Lingue, Culture e Letterature Moderne Europee;NAPOLI;63;F;170
2019;6501;Salerno;L-18;Economia e Management;FISCIANO;65;M;170
2020;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;BOLOGNA;37;M;170
2020;1502;Milano Politecnico;L-09;Ingegneria Biomedica;MILANO;15;F;170
2020;1501;Milano;LM-14;Lettere Moderne;MILANO;15;F;170
2020;2801;Padova;L-40;Scienze Sociologiche;PADOVA;28;F;169
2020;5801;Roma La Sapienza;L-24;Psicologia e Processi Sociali;ROMA;58;F;169
2019;5807;Roma Tre;L-18;Economia e Gestione Aziendale;ROMA;58;F;169
2019;7201;Bari;L-19;Scienze dell'Educazione e della Formazione;BARI;72;F;169
2018;5807;Roma Tre;L-18;Economia e Gestione Aziendale;ROMA;58;F;169
2018;201;Piemonte Orientale;L-18;Economia Aziendale;NOVARA;3;M;169
2018;1601;Bergamo;L-18;Economia Aziendale;BERGAMO;16;M;169
2018;1701;Brescia;L-18;Economia e Gestione Aziendale;BRESCIA;17;F;169
2019;1701;Brescia;L-18;Economia e Gestione Aziendale;BRESCIA;17;F;169
2018;6302;Napoli Parthenope;L-18;Economia Aziendale;NAPOLI;63;M;169
2020;7201;Bari;L-24;Scienze e Tecniche Psicologiche;BARI;72;F;169
2021;1503;Milano Bocconi;L-33;International Economics And Finance;MILANO;15;M;169
2021;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;M;169
2021;5810;Roma Marconi - telematica;L-19;Scienze dell'Educazione e della Formazione;ROMA;58;F;169
2021;7201;Bari;L-19;Scienze dell'Educazione e della Formazione;BARI;72;F;169
2021;5815;Roma UNICUSANO - telematica;LM-85;Scienze Pedagogiche;ROMA;58;F;168
2020;8701;Catania;L-11;Lingue e Culture Europee Euroamericane ed Orientali;CATANIA;87;F;168
2018;1502;Milano Politecnico;L-04;Design del Prodotto Industriale;MILANO;15;M;168
2018;1503;Milano Bocconi;LM-77;Marketing Management;MILANO;15;F;168
2018;1503;Milano Bocconi;LMG/01;Giurisprudenza;MILANO;15;F;168
2018;5807;Roma Tre;L-12;Lingue e Mediazione Linguistico-Culturale;ROMA;58;F;168
2019;6601;L'Aquila;LM-85 bis;Scienze della Formazione Primaria;L'AQUILA;66;F;168
2019;5801;Roma La Sapienza;L-10;Lettere Moderne;ROMA;58;F;168
2020;4801;Firenze;LM-41;Medicina e Chirurgia;FIRENZE;48;M;168
2020;1501;Milano;L-05;Filosofia;MILANO;15;F;168
2020;101;Torino;LM-77;Direzione d'Impresa, Marketing e Strategia;TORINO;1;M;168
2020;1501;Milano;L-22;Scienze Motorie, Sport e Salute;MILANO;15;M;167
2020;1301;Novedrate e-Campus - telematica;L-14;Servizi Giuridici;NOVEDRATE;13;F;167
2020;5801;Roma La Sapienza;L-36;Scienze Politiche e Relazioni Internazionali;ROMA;58;F;167
2019;5807;Roma Tre;L-12;Lingue e Mediazione Linguistico-Culturale;ROMA;58;F;167
2018;5802;Roma Tor Vergata;L-18;Economia e Management;ROMA;58;F;167
2019;1502;Milano Politecnico;L-09;Ingegneria Biomedica;MILANO;15;F;167
2020;6301;Napoli Federico II;L-11;Corso di Laurea in Lingue, Culture e Letterature Moderne Europee;NAPOLI;63;F;167
2021;1503;Milano Bocconi;LM-77;Marketing Management;MILANO;15;F;167
2021;1601;Bergamo;LM-85;Scienze Pedagogiche;BERGAMO;16;F;167
2021;5801;Roma La Sapienza;L-30;Fisica;ROMA;58;M;167
2021;6301;Napoli Federico II;L-13;Corso di Laurea in Biologia Generale e Applicata;NAPOLI;63;F;167
2021;3701;Bologna;L-19;Educatore Sociale e Culturale;BOLOGNA;37;F;166
2021;1504;Milano Cattolica;LM-41;Medicina e Chirurgia;ROMA;58;F;166
2019;1301;Novedrate e-Campus - telematica;L-33;Economia;NOVEDRATE;13;M;166
2019;1509;Milano Bicocca;L-18;Economia e Amministrazione delle Imprese;MILANO;15;M;166
2019;1503;Milano Bocconi;LM-77;Economia e Management delle Istituzioni e dei Mercati Finanziari - Finance;MILANO;15;M;166
2019;1502;Milano Politecnico;LM-21;Biomedical Engineering - Ingegneria Biomedica;MILANO;15;M;166
2019;5816;Roma San Raffaele - telematica;L-22;Scienze Motorie;ROMA;58;M;166
2019;6901;Chieti e Pescara;L-24;Laurea in Scienze e Tecniche Psicologiche;CHIETI;69;F;166
2020;5801;Roma La Sapienza;LMG/01;Giurisprudenza;ROMA;58;M;166
2020;101;Torino;LM-51;Psicologia Clinica: Salute e Interventi nella Comunita';TORINO;1;F;166
2020;2101;Bolzano;LM-85 bis;Scienze della Formazione Primaria;BRESSANONE - BRIXEN;21;F;166
2020;1504;Milano Cattolica;L-20;Linguaggi dei Media;MILANO;15;F;166
2020;1502;Milano Politecnico;L-04;Design degli Interni;MILANO;15;F;165
2019;6306;Napoli Vanvitelli;L-24;Scienze e Tecniche Psicologiche;CASERTA;61;F;165
2019;3701;Bologna;L-03;Culture e Tecniche della Moda;RIMINI;99;F;165
2019;101;Torino;LMG/01;Giurisprudenza;TORINO;1;M;165
2018;102;Torino Politecnico;L-09;Ingegneria Biomedica;TORINO;1;F;165
2018;101;Torino;LM-41;Medicina e Chirurgia;TORINO;1;M;165
2021;1504;Milano Cattolica;LM-85 bis;Scienze della Formazione Primaria;BRESCIA;17;F;165
2021;1509;Milano Bicocca;L-18;Economia e Amministrazione delle Imprese;MILANO;15;M;165
2021;102;Torino Politecnico;L-08;Ingegneria Gestionale;TORINO;1;M;165
2020;6901;Chieti e Pescara;L-12;Mediazione Linguistica e Comunicazione Interculturale;PESCARA;68;F;165
2020;7201;Bari;L-39;Scienze del Servizio Sociale;BARI;72;F;165
2021;3701;Bologna;L-20;Scienze della Comunicazione;BOLOGNA;37;M;165
2021;3701;Bologna;LM-33;Ingegneria Meccanica;BOLOGNA;37;M;165
2021;5801;Roma La Sapienza;L-24;Psicologia e Processi Sociali;ROMA;58;F;165
2021;5801;Roma La Sapienza;L-12;Mediazione Linguistica e Interculturale;ROMA;58;F;164
2021;5802;Roma Tor Vergata;L-18;Economia e Management;ROMA;58;M;164
2021;8301;Messina;L-24;Scienze e Tecniche Psicologiche;MESSINA;83;F;164
2020;8701;Catania;L-18;Economia Aziendale;CATANIA;87;M;164
2020;6601;L'Aquila;LM-85 bis;Scienze della Formazione Primaria;L'AQUILA;66;F;164
2021;1502;Milano Politecnico;L-04;Design degli Interni;MILANO;15;F;164
2021;1502;Milano Politecnico;L-04;Design del Prodotto Industriale;MILANO;15;M;164
2021;1001;Genova;LM-41;Medicina e Chirurgia;GENOVA;10;F;164
2021;2101;Bolzano;LM-85 bis;Scienze della Formazione Primaria;BRESSANONE - BRIXEN;21;F;164
2018;2801;Padova;L-08;Ingegneria dell'Informazione;PADOVA;28;M;164
2018;3401;Parma;L-18;Economia e Management;PARMA;34;M;164
2019;102;Torino Politecnico;L-09;Ingegneria Energetica;TORINO;1;M;164
2019;1503;Milano Bocconi;LM-77;Amministrazione, Finanza Aziendale e Controllo - Accounting, Financial Management And Control;MILANO;15;M;164
2018;6901;Chieti e Pescara;L-40;Sociologia e Criminologia;CHIETI;69;F;164
2020;1502;Milano Politecnico;L-17;Progettazione dell?Architettura;MILANO;15;F;164
2020;2801;Padova;L-09;Ingegneria dell'Energia;PADOVA;28;M;164
2020;1301;Novedrate e-Campus - telematica;LM-14;Letteratura, Lingua e Cultura Italiana;NOVEDRATE;13;F;164
2020;1501;Milano;LM-13;Farmacia;MILANO;15;F;164
2020;101;Torino;LMG/01;Giurisprudenza;TORINO;1;M;164
2020;3701;Bologna;LM-89;Arti Visive;BOLOGNA;37;F;164
2020;5803;Roma LUMSA;L-24;Scienze e Tecniche Psicologiche;ROMA;58;F;163
2020;1202;Insubria;L-33;Economia e Management;VARESE;12;M;163
2019;6301;Napoli Federico II;L-08;Ingegneria Informatica;NAPOLI;63;M;163
2018;6306;Napoli Vanvitelli;LMG/01;Giurisprudenza;SANTA MARIA CAPUA VETERE;61;F;163
2018;6501;Salerno;L-11;Lingue e Culture Straniere;FISCIANO;65;F;163
2018;7201;Bari;L-19;Scienze dell'Educazione e della Formazione;BARI;72;F;163
2019;1502;Milano Politecnico;LM-25;Automation And Control Engineering - Ingegneria dell'Automazione;MILANO;15;M;163
2019;1504;Milano Cattolica;L-22;Scienze Motorie e dello Sport;MILANO;15;M;163
2019;1504;Milano Cattolica;L-12;Scienze Linguistiche;BRESCIA;17;F;163
2019;2701;Venezia Cà Foscari;L-33;Economia e Commercio;VENEZIA;27;M;163
2019;2201;Trento;L-11;Lingue Moderne;TRENTO;22;F;163
2018;4201;Marche;L-33;Economia e Commercio;ANCONA;42;M;163
2018;2801;Padova;L-09;Ingegneria dell'Energia;PADOVA;28;M;163
2018;102;Torino Politecnico;L-17;Architettura;TORINO;1;M;163
2021;1504;Milano Cattolica;L-12;Scienze Linguistiche;BRESCIA;17;F;163
2021;1502;Milano Politecnico;LM-04;Architettura e Disegno Urbano;MILANO;15;M;163
2020;6501;Salerno;L-11;Lingue e Culture Straniere;FISCIANO;65;F;163
2020;5816;Roma San Raffaele - telematica;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;ROMA;58;M;163
2020;5807;Roma Tre;L-20;Scienze della Comunicazione;ROMA;58;F;163
2021;6501;Salerno;L-10;Lettere;FISCIANO;65;F;163
2021;5802;Roma Tor Vergata;L-19;Scienze dell'Educazione e della Formazione;ROMA;58;F;163
2021;5801;Roma La Sapienza;L-08;Ingegneria Gestionale;ROMA;58;M;162
2021;6301;Napoli Federico II;L-11;Corso di Laurea in Lingue, Culture e Letterature Moderne Europee;NAPOLI;63;F;162
2021;1503;Milano Bocconi;L-18;Economia e Management per Arte, Cultura e Comunicazione - Economics And Management For Arts, Culture And Communication;MILANO;15;F;162
2021;101;Torino;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TORINO;1;F;162
2021;1504;Milano Cattolica;L-33;Economia delle Imprese e dei Mercati;MILANO;15;M;162
2018;102;Torino Politecnico;L-09;Ingegneria Energetica;TORINO;1;M;162
2018;1504;Milano Cattolica;LM-77;Management per l'Impresa;MILANO;15;F;162
2019;101;Torino;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TORINO;1;F;162
2018;7201;Bari;LM-41;Medicina e Chirurgia;BARI;72;F;162
2018;5815;Roma UNICUSANO - telematica;L-24;Scienze e Tecniche Psicologiche;ROMA;58;F;162
2019;6307;Napoli Pegaso - telematica;LM-47;Management dello Sport e delle Attività Motorie;NAPOLI;63;F;162
2019;5001;Pisa;L-18;Economia Aziendale;PISA;50;M;162
2020;1001;Genova;L-18;Economia Aziendale;GENOVA;10;F;162
2020;2201;Trento;L-11;Lingue Moderne;TRENTO;22;F;162
2020;1701;Brescia;L-18;Economia e Gestione Aziendale;BRESCIA;17;M;162
2020;1509;Milano Bicocca;LMG/01;Giurisprudenza;MILANO;15;F;162
2020;5801;Roma La Sapienza;L-08;Ingegneria Gestionale;ROMA;58;M;161
2019;4201;Marche;L-33;Economia e Commercio;ANCONA;42;M;161
2018;6306;Napoli Vanvitelli;L-18;Economia Aziendale;CAPUA;61;M;161
2018;2801;Padova;L-24;Scienze Psicologiche dello Sviluppo e dell'Educazione;PADOVA;28;F;161
2018;2701;Venezia Cà Foscari;L-33;Commercio Estero;TREVISO;26;F;161
2018;1502;Milano Politecnico;L-17;Progettazione dell?Architettura;MILANO;15;F;161
2021;1001;Genova;L-18;Economia Aziendale;GENOVA;10;F;161
2021;1301;Novedrate e-Campus - telematica;LM-51;Psicologia;NOVEDRATE;13;F;161
2021;1301;Novedrate e-Campus - telematica;L-10;Letteratura, Arte, Musica e Spettacolo;NOVEDRATE;13;F;161
2021;6501;Salerno;L-22;Scienze delle Attività Motorie, Sportive e dell'Educazione Psicomotoria;FISCIANO;65;M;161
2021;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;NAPOLI;63;M;160
2021;1201;Castellanza LIUC;LM-77;Economia Aziendale e Management;CASTELLANZA;12;F;160
2020;6306;Napoli Vanvitelli;LMG/01;Giurisprudenza;SANTA MARIA CAPUA VETERE;61;F;160
2020;6306;Napoli Vanvitelli;L-24;Scienze e Tecniche Psicologiche;CASERTA;61;F;160
2020;8301;Messina;LMG/01;Giurisprudenza;MESSINA;83;F;160
2018;2301;Verona;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);VERONA;23;F;160
2018;4801;Firenze;LM-41;Medicina e Chirurgia;FIRENZE;48;F;160
2018;5805;Roma LUISS;LM-77;Economia e Direzione delle Imprese;ROMA;58;M;160
2018;5801;Roma La Sapienza;LM-59;Organizzazione e Marketing per la Comunicazione d'Impresa;ROMA;58;F;160
2018;6304;Napoli Benincasa;L-24;Scienze e Tecniche di Psicologia Cognitiva;NAPOLI;63;F;160
2018;6301;Napoli Federico II;LM-06;Corso di Laurea Magistrale in Biologia;NAPOLI;63;F;160
2018;8701;Catania;LM-41;Medicina e Chirurgia;CATANIA;87;M;160
2019;1502;Milano Politecnico;L-04;Design degli Interni;MILANO;15;F;160
2019;3401;Parma;LM-41;Medicina e Chirurgia;PARMA;34;F;160
2019;7501;Salento;L-19;Teorie e Pratiche Educative;LECCE;75;F;160
2020;4201;Marche;L-33;Economia e Commercio;ANCONA;42;F;160
2020;4101;Urbino;L-24;Scienze e Tecniche Psicologiche;URBINO;41;F;160
2020;5001;Pisa;LMG/01;Giurisprudenza;PISA;50;F;159
2020;1505;Milano IULM;L-12;Interpretariato e Comunicazione;MILANO;15;F;159
2019;8701;Catania;L-18;Economia Aziendale;CATANIA;87;F;159
2019;7201;Bari;L-33;Economia e Commercio;BARI;72;M;159
2019;201;Piemonte Orientale;L-02;Biotecnologie;NOVARA;3;F;159
2019;2301;Verona;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);VERONA;23;F;159
