AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2020;3701;Bologna;LM-81;International Cooperation On Human Rights And Intercultural Heritage;RAVENNA;39;F;29
2020;3401;Parma;LM-77;International Business And Development;PARMA;34;M;29
2020;3601;Modena e Reggio Emilia;L-12;Lingue e Culture Europee;MODENA;36;M;29
2020;3601;Modena e Reggio Emilia;L-07;Ingegneria Civile e Ambientale;MODENA;36;F;29
2020;3601;Modena e Reggio Emilia;LM-33;Ingegneria Meccatronica;REGGIO NELL'EMILIA;35;M;29
2020;3701;Bologna;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);BOLOGNA;37;M;29
2020;2801;Padova;LM-82;Scienze Statistiche;PADOVA;28;M;29
2020;2801;Padova;LM-67;Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata;PADOVA;28;F;29
2020;3001;Udine;LM-69;Viticoltura, Enologia e Mercati Vitivinicoli;UDINE;30;M;29
2020;3001;Udine;L-20;Relazioni Pubbliche;GORIZIA;31;M;29
2020;5802;Roma Tor Vergata;LM-49;Progettazione e Gestione dei Sistemi Turistici;ROMA;58;F;29
2020;5803;Roma LUMSA;LM-51;Psicologia;ROMA;58;M;29
2020;5803;Roma LUMSA;L-12;Mediazione Linguistica e Culturale;ROMA;58;F;29
2020;5805;Roma LUISS;LM-77;Finanza Aziendale;ROMA;58;F;29
2020;5801;Roma La Sapienza;LM-83;Scienze Attuariali e Finanziarie;ROMA;58;M;29
2020;5802;Roma Tor Vergata;L-18;Business Administration & Economics;ROMA;58;F;29
2020;5802;Roma Tor Vergata;L-01;Beni Culturali (Archeologici, Artistici, Musicali e dello Spettacolo);ROMA;58;M;29
2020;5801;Roma La Sapienza;LM-40;Matematica;ROMA;58;F;29
2020;5801;Roma La Sapienza;LM-28;Ingegneria Elettrotecnica;ROMA;58;M;29
2020;5801;Roma La Sapienza;LM-12;Product Design;ROMA;58;F;29
2020;5801;Roma La Sapienza;LM-09;Biotecnologie Farmaceutiche;ROMA;58;F;29
2020;5801;Roma La Sapienza;LM-06;Neurobiologia;ROMA;58;F;29
2020;5801;Roma La Sapienza;LM-13;Farmacia;ROMA;58;M;29
2020;5801;Roma La Sapienza;LM-05;Archivistica e Biblioteconomia;ROMA;58;F;29
2020;5801;Roma La Sapienza;LM-01;Discipline Etno-Antropologiche;ROMA;58;F;29
2020;5601;Tuscia;LM-77;Amministrazione, Finanza e Controllo;VITERBO;56;F;29
2020;5601;Tuscia;L-20;Comunicazione, Tecnologie e Culture Digitali;VITERBO;56;F;29
2020;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);POZZILLI;94;M;29
2020;5401;Perugia;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);PERUGIA;54;F;29
2020;5401;Perugia;L-13;Scienze Biologiche;PERUGIA;54;M;29
2020;5001;Pisa;L-14;Diritto dell'Impresa, del Lavoro e delle Pubbliche Amministrazioni;PISA;50;M;29
2020;5001;Pisa;L-02;Biotecnologie;PISA;50;F;29
2020;5001;Pisa;L-25;Scienze Agrarie;PISA;50;F;29
2020;4801;Firenze;LM-16;Finance And Risk Management - Finanza e Gestione del Rischio;FIRENZE;48;M;29
2020;4801;Firenze;LM-30;Ingegneria Energetica;FIRENZE;48;M;29
2020;1801;Pavia;LM-77;Economia e Legislazione d'Impresa;PAVIA;18;M;29
2020;2101;Bolzano;L-04;Corso di Laurea in Design e Arti;BOLZANO - BOZEN;21;F;29
2020;2201;Trento;LM-55;Cognitive Science - Scienze Cognitive;ROVERETO;22;F;29
2020;2201;Trento;LM-27;Ingegneria dell'Informazione e delle Comunicazioni;TRENTO;22;M;29
2020;2701;Venezia Cà Foscari;L-01;Conservazione e Gestione dei Beni e delle Attività Culturali;VENEZIA;27;M;29
2020;2701;Venezia Cà Foscari;L-12;Mediazione Linguistica e Culturale;TREVISO;26;F;29
2020;2801;Padova;L-09;Ingegneria Chimica e dei Materiali;PADOVA;28;F;29
2020;2801;Padova;L-24;Scienze Psicologiche dello Sviluppo, della Personalita e delle Relazioni Interpersonali;PADOVA;28;F;29
2020;2801;Padova;L-32;Scienze e Tecnologie per l'Ambiente;PADOVA;28;M;29
2020;1504;Milano Cattolica;LM-51;Psicologia degli Interventi Clinici nei Contesti Sociali;BRESCIA;17;F;29
2020;1505;Milano IULM;L-12;Interpretariato e Comunicazione;MILANO;15;M;29
2020;1509;Milano Bicocca;LM-57;Formazione e Sviluppo delle Risorse Umane;MILANO;15;M;29
2020;1504;Milano Cattolica;L-25;Scienze e Tecnologie Agrarie;PIACENZA;33;M;29
2020;1502;Milano Politecnico;LM-24;Building And Architectural Engineering;LECCO;97;F;29
2020;1501;Milano;LM-17;Fisica;MILANO;15;F;29
2020;1501;Milano;L-37;Scienze Sociali per la Globalizzazione;MILANO;15;M;29
2020;1202;Insubria;L-32;Scienze dell'Ambiente e della Natura;VARESE;12;M;29
2020;1301;Novedrate e-Campus - telematica;L-07;Ingegneria Civile e Ambientale;NOVEDRATE;13;F;29
2020;1202;Insubria;LMG/01;Giurisprudenza;COMO;13;F;29
2019;9001;Sassari;LMG/01;Giurisprudenza;SASSARI;90;M;29
2019;9001;Sassari;L-02;Biotecnologie;SASSARI;90;F;29
2019;8701;Catania;L-22;Scienze Motorie;CATANIA;87;F;29
2019;8701;Catania;LM-37;Lingue e Culture Europee ed Extraeuropee;RAGUSA;88;F;29
2019;8701;Catania;LM-25;Automation Engineering And Control Of Complex Systems (Ingegneria dell'Automazione e del Controllo dei Sistemi Complessi);CATANIA;87;M;29
2019;8701;Catania;LM-04cu;Architettura;SIRACUSA;89;F;29
2020;101;Torino;LM-40;Matematica;TORINO;1;F;29
2020;101;Torino;L-12;Lingue e Culture dell'Asia e dell'Africa;TORINO;1;M;29
2019;9201;Cagliari;LM-52;Relazioni Internazionali;CAGLIARI;92;F;29
2019;9201;Cagliari;L-18;Economia e Gestione dei Servizi Turistici;CAGLIARI;92;F;29
2019;3701;Bologna;LM/SNT1;Scienze Infermieristiche e Ostetriche;BOLOGNA;37;F;29
2019;3701;Bologna;L-33;Economics And Finance / Economia e Finanza;BOLOGNA;37;F;29
2019;3701;Bologna;L-26;Viticoltura ed Enologia;CESENA;40;M;29
2019;3701;Bologna;L-30;Astronomia;BOLOGNA;37;M;29
2019;3701;Bologna;LM-57;Scienze dell'Educazione Permanente e della Formazione Continua;BOLOGNA;37;F;29
2019;3701;Bologna;LM-76;Innovation And Organization Of Culture And The Arts;BOLOGNA;37;F;29
2019;3701;Bologna;LM-71;Chimica Industriale;BOLOGNA;37;F;29
2019;3801;Ferrara;L-31;Informatica;FERRARA;38;M;29
2019;3801;Ferrara;LM-13;Farmacia;FERRARA;38;M;29
2019;4101;Urbino;LM-59;Comunicazione e Pubblicita per le Organizzazioni;URBINO;41;F;29
2019;4201;Marche;LM-29;Ingegneria Elettronica;ANCONA;42;M;29
2019;4801;Firenze;L-09;Ingegneria Gestionale;FIRENZE;48;M;29
2019;4801;Firenze;L-01;Storia e Tutela dei Beni Archeologici, Artistici, Archivistici e Librari;FIRENZE;48;M;29
2019;3201;Trieste;L-36;Scienze Politiche e dell'Amministrazione;TRIESTE;32;F;29
2019;3401;Parma;L-10;Lettere;PARMA;34;F;29
2019;3001;Udine;L-25;Scienze Agrarie;UDINE;30;M;29
2019;2801;Padova;LM-78;Scienze Filosofiche;PADOVA;28;F;29
2019;3401;Parma;LM-09;Biotecnologie Mediche, Veterinarie e Farmaceutiche;PARMA;34;F;29
2019;3701;Bologna;L-07;Ingegneria per l'Ambiente e il Territorio;BOLOGNA;37;M;29
2019;5001;Pisa;LM-30;Ingegneria Energetica;PISA;50;M;29
2019;5201;Siena;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SIENA;52;M;29
2019;5201;Siena;L-14;Consulente del Lavoro e delle Relazioni Sindacali;SIENA;52;M;29
2019;5201;Siena;LM-77;Economia e Gestione degli Intermediari Finanziari;SIENA;52;F;29
2019;5201;Siena;LM-16;Finance - Finanza;SIENA;52;M;29
2019;5401;Perugia;LM-42;Medicina Veterinaria;PERUGIA;54;F;29
2019;5401;Perugia;L-02;Biotecnologie;PERUGIA;54;M;29
2019;4801;Firenze;LM-17;Scienze Fisiche e Astrofisiche;FIRENZE;48;M;29
2019;4801;Firenze;LM-54;Scienze Chimiche;FIRENZE;48;M;29
2019;5001;Pisa;L-39;Scienze Sociali e del Servizio Sociale;PISA;50;F;29
2019;5001;Pisa;L-26;Viticoltura ed Enologia;PISA;50;M;29
2019;5001;Pisa;L-27;Chimica;PISA;50;F;29
2019;5801;Roma La Sapienza;LM-28;Ingegneria Elettrotecnica;ROMA;58;M;29
2019;5801;Roma La Sapienza;LM-77;Tecnologie e Gestione dell'Innovazione;ROMA;58;M;29
2019;5801;Roma La Sapienza;LM-56;Economia Politica;ROMA;58;M;29
2019;5801;Roma La Sapienza;LM-54;Chimica;ROMA;58;F;29
2019;5801;Roma La Sapienza;LM-54;Chimica;ROMA;58;M;29
2019;5801;Roma La Sapienza;LM-63;Scienze delle Amministrazioni e delle Politiche Pubbliche;ROMA;58;M;29
2019;5802;Roma Tor Vergata;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;ROMA;58;M;29
2019;5801;Roma La Sapienza;LM-06;Neurobiologia;ROMA;58;F;29
2019;5801;Roma La Sapienza;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);ROMA;58;F;29
2019;6501;Salerno;LM-56;Economia;FISCIANO;65;F;29
2019;6501;Salerno;LM-40;Matematica;FISCIANO;65;F;29
2019;6601;L'Aquila;L-07;Ingegneria Civile e Ambientale;L'AQUILA;66;M;29
2019;6306;Napoli Vanvitelli;LM-33;Ingegneria Meccanica;AVERSA;61;M;29
2019;6306;Napoli Vanvitelli;LM-62;Scienze della Politica;CASERTA;61;M;29
2019;6306;Napoli Vanvitelli;LM-13;Farmacia;CASERTA;61;F;29
2019;6301;Napoli Federico II;LM-84;Scienze Storiche;NAPOLI;63;M;29
2019;5810;Roma Marconi - telematica;LM-51;Psicologia;ROMA;58;M;29
2019;5813;Roma UNINETTUNO - telematica;L-18;Economia e Gestione delle Imprese;ROMA;58;M;29
2019;5815;Roma UNICUSANO - telematica;L-19;Scienze dell'Educazione e della Formazione;ROMA;58;M;29
2019;5803;Roma LUMSA;LM-52;Relazioni Internazionali;ROMA;58;F;29
2019;5807;Roma Tre;LM-14;Italianistica;ROMA;58;F;29
2019;7801;Calabria;LM-33;Ingegneria Meccanica;RENDE;78;M;29
2019;8201;Palermo;L-10;Lettere;PALERMO;82;M;29
2019;8201;Palermo;L-25;Scienze e Tecnologie Agrarie;PALERMO;82;F;29
2019;8201;Palermo;LM-04cu;Ingegneria Edile-Architettura;PALERMO;82;F;29
2019;8301;Messina;L-09;Ingegneria Industriale;MESSINA;83;M;29
2019;8301;Messina;L-36;Scienze Politiche e delle Relazioni Internazionali;MESSINA;83;F;29
2019;8601;Enna KORE;L-22;Scienze delle Attivita Motorie e Sportive;ENNA;86;F;29
2019;7801;Calabria;L-03;Comunicazione e Dams;RENDE;78;F;29
2019;7501;Salento;LM-23;Ingegneria Civile;LECCE;75;M;29
2019;7501;Salento;LM-37;Lingue Moderne, Letterature e Traduzione;LECCE;75;F;29
2019;7501;Salento;L-10;Lettere;LECCE;75;M;29
2019;7201;Bari;LM-77;Consulenza Professionale per le Aziende;BARI;72;F;29
2019;7001;Molise;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CAMPOBASSO;70;F;29
2019;6901;Chieti e Pescara;LM-87;Politiche e Management per il Welfare;CHIETI;69;F;29
2018;5201;Siena;L-02;Biotecnologie;SIENA;52;F;29
2018;5201;Siena;LM-14;Lettere Moderne;SIENA;52;F;29
2018;5401;Perugia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PERUGIA;54;M;29
2018;5401;Perugia;LM-04cu;Ingegneria Edile-Architettura;PERUGIA;54;F;29
2018;5801;Roma La Sapienza;LM-35;Ingegneria per l'Ambiente e il Territorio;ROMA;58;M;29
2018;5801;Roma La Sapienza;LM-06;Genetica e Biologia Molecolare nella Ricerca di Base e Biomedica;ROMA;58;F;29
2018;5801;Roma La Sapienza;LM-87;Progettazione Gestione e Valutazione dei Servizi Sociali;ROMA;58;F;29
2018;5801;Roma La Sapienza;L-09;Ingegneria Chimica;ROMA;58;F;29
2018;5801;Roma La Sapienza;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);ROMA;58;F;29
2018;5801;Roma La Sapienza;L-01;Studi Storico-Artistici;ROMA;58;M;29
2018;5803;Roma LUMSA;L-19;Educatori dell'Infanzia e dell'Integrazione Sociale;ROMA;58;F;29
2018;5802;Roma Tor Vergata;LM-89;Storia dell'Arte;ROMA;58;F;29
2018;5807;Roma Tre;L-14;Scienze dei Servizi Giuridici;ROMA;58;F;29
2018;5807;Roma Tre;L-33;Economia;ROMA;58;F;29
2018;5802;Roma Tor Vergata;L-09;Ingegneria Energetica;ROMA;58;M;29
2018;4801;Firenze;LM-67;Scienze e Tecniche dello Sport e delle Attivita Motorie Preventive e Adattate;FIRENZE;48;M;29
2018;4801;Firenze;LM-77;Governo e Direzione d'Impresa;FIRENZE;48;M;29
2018;4201;Marche;LM-16;Scienze Economiche e Finanziarie;ANCONA;42;M;29
2018;4201;Marche;L-07;Ingegneria Civile e Ambientale;ANCONA;42;F;29
2018;4101;Urbino;LM-13;Chimica e Tecnologia Farmaceutiche;URBINO;41;F;29
2018;3701;Bologna;LM-67;Scienze e Tecniche dell'Attivita Motoria Preventiva e Adattata;BOLOGNA;37;F;29
2018;3701;Bologna;LM-77;Economia e Management;FORLI';40;F;29
2018;3701;Bologna;LM-22;Ingegneria Chimica e di Processo;BOLOGNA;37;F;29
2018;3701;Bologna;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);RIMINI;99;M;29
2018;3701;Bologna;L-26;Tecnologie Alimentari;CESENA;40;M;29
2018;3701;Bologna;L-31;Informatica per il Management;BOLOGNA;37;M;29
2018;3601;Modena e Reggio Emilia;L-27;Chimica;MODENA;36;M;29
2018;3601;Modena e Reggio Emilia;LM-16;Analisi, Consulenza e Gestione Finanziaria;MODENA;36;M;29
2018;3201;Trieste;LM-34;Ingegneria Navale;TRIESTE;32;M;29
2018;3401;Parma;LM-31;Ingegneria Gestionale;PARMA;34;F;29
2018;1504;Milano Cattolica;LM-19;Comunicazione per l'Impresa, i Media e le Organizzazioni Complesse;MILANO;15;M;29
2018;1504;Milano Cattolica;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);ROMA;58;M;29
2018;1202;Insubria;L-13;Scienze e Tecnologie Biologiche;VARESE;12;F;29
2018;1202;Insubria;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);VARESE;12;M;29
2018;101;Torino;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);ASTI;5;F;29
2018;101;Torino;LM-85 bis;Scienze della Formazione Primaria;SAVIGLIANO;4;F;29
2018;201;Piemonte Orientale;LM/SNT1;Scienze Infermieristiche e Ostetriche;NOVARA;3;F;29
2018;102;Torino Politecnico;LM-04;Architettura per il Progetto Sostenibile;TORINO;1;F;29
2018;102;Torino Politecnico;LM-33;Ingegneria della Produzione Industriale e dell'Innovazione Tecnologica;TORINO;1;F;29
2018;2201;Trento;LM-40;Matematica;TRENTO;22;M;29
2018;2201;Trento;LM-51;Psicologia;ROVERETO;22;M;29
2018;2201;Trento;LM-37;Letterature Euroamericane, Traduzione e Critica Letteraria;TRENTO;22;F;29
2018;1504;Milano Cattolica;LM-51;Psicologia Clinica e Promozione della Salute: Persona, Relazioni Familiari e di Comunita';MILANO;15;F;29
2018;1601;Bergamo;L-14;Operatore Giuridico d'Impresa;BERGAMO;16;F;29
2018;1509;Milano Bicocca;LM-76;Economia del Turismo;MILANO;15;F;29
2018;1509;Milano Bicocca;LM-08;Biotecnologie Industriali;MILANO;15;M;29
2018;1701;Brescia;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);MANTOVA;20;F;29
2018;2801;Padova;L-32;Scienze e Tecnologie per l'Ambiente;PADOVA;28;M;29
2018;2801;Padova;L-27;Chimica;PADOVA;28;F;29
2018;2801;Padova;L-14;Diritto dell'Economia;ROVIGO;29;M;29
2018;2701;Venezia Cà Foscari;LM-87;Lavoro, Cittadinanza Sociale, Interculturalità;VENEZIA;27;F;29
2018;2702;Venezia Iuav;LM-65;Arti Visive e Moda;VENEZIA;27;F;29
2018;2801;Padova;LM-70;Scienze e Tecnologie Alimentari;LEGNARO;28;F;29
2018;2801;Padova;LM-20;Ingegneria Aerospaziale;PADOVA;28;M;29
2018;8201;Palermo;LM-28;Ingegneria Elettrica;PALERMO;82;M;29
2018;8201;Palermo;L-25;Agroingegneria;PALERMO;82;M;29
2018;8201;Palermo;LM/SNT1;Scienze Infermieristiche e Ostetriche;PALERMO;82;F;29
2018;8201;Palermo;LM-67;Scienze e Tecniche delle Attivita Motorie Preventive e Adattate e delle Attivita Sportive;PALERMO;82;M;29
2018;8201;Palermo;L-09;Ingegneria Chimica;PALERMO;82;F;29
2018;8001;Reggio Calabria;L-25;Scienze e Tecnologie Agrarie;REGGIO DI CALABRIA;80;M;29
2018;7201;Bari;LM-70;Scienze e Tecnologie Alimentari;BARI;72;F;29
2018;7201;Bari;LM-56;Economia e Commercio;BARI;72;F;29
2018;7201;Bari;L-05;Filosofia;BARI;72;M;29
2018;7601;Basilicata;L-07;Ingegneria Civile e Ambientale;POTENZA;76;M;29
2018;7601;Basilicata;L-26;Tecnologie Alimentari;POTENZA;76;F;29
2018;7801;Calabria;14/S;Farmacia;RENDE;78;F;29
2018;6501;Salerno;LM-89;Storia e Critica d'Arte;FISCIANO;65;F;29
2018;6501;Salerno;LM-29;Ingegneria Elettronica;FISCIANO;65;M;29
2018;6501;Salerno;L-22;Scienze delle Attività Motorie, Sportive e dell'Educazione Psicomotoria;FISCIANO;65;F;29
2018;6306;Napoli Vanvitelli;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);AVELLINO;64;M;29
2018;7101;Foggia;LM-14;Filologia, Letterature e Storia;FOGGIA;71;F;29
2018;7101;Foggia;LM-41;Medicina e Chirurgia;FOGGIA;71;F;29
2018;6901;Chieti e Pescara;L-33;Economia e Informatica per l'Impresa;PESCARA;68;M;29
2018;7001;Molise;L-15;Scienze Turistiche;TERMOLI;70;F;29
2018;5817;Roma Link Campus;LMG/01;Laurea Magistrale in Giurisprudenza;ROMA;58;F;29
2018;6302;Napoli Parthenope;LM-77;Management e Finanza d'Azienda;NAPOLI;63;F;29
2018;6303;Napoli L'Orientale;L-11;Lingue e Culture Orientali e Africane;NAPOLI;63;M;29
2018;6303;Napoli L'Orientale;LM-36;Lingue e Civilta' Orientali;NAPOLI;63;F;29
2018;6301;Napoli Federico II;LM-69;Scienze e Tecnologie Agrarie;PORTICI;63;M;29
2018;6301;Napoli Federico II;LM-17;Fisica;NAPOLI;63;M;29
2018;6301;Napoli Federico II;L-27;Corso di Laurea in Chimica;NAPOLI;63;F;29
2018;6301;Napoli Federico II;L-27;Corso di Laurea in Chimica Industriale;NAPOLI;63;F;29
2018;6301;Napoli Federico II;L-29;Corso di Laurea in Controllo di Qualita;NAPOLI;63;F;29
2018;6301;Napoli Federico II;L-32;Corso di Laurea in Scienze e Tecnologie per la Natura e per l'Ambiente;NAPOLI;63;F;29
2019;1503;Milano Bocconi;LM-56;Economic And Social Sciences;MILANO;15;M;29
2019;1502;Milano Politecnico;LM-32;Computer Science And Engineering - Ingegneria Informatica;MILANO;15;F;29
2019;1502;Milano Politecnico;LM-44;Mathematical Engineering - Ingegneria Matematica;MILANO;15;F;29
2019;1502;Milano Politecnico;L-17;Progettazione dell?Architettura;MANTOVA;20;F;29
2019;1502;Milano Politecnico;L-09;Ingegneria Matematica;MILANO;15;F;29
2019;1509;Milano Bicocca;L-35;Matematica;MILANO;15;F;29
2019;1509;Milano Bicocca;LM-49;Turismo, Territorio e Sviluppo Locale;MILANO;15;F;29
2019;1509;Milano Bicocca;LM-75;Scienze e Tecnologie per l'Ambiente e il Territorio;MILANO;15;M;29
2019;1601;Bergamo;LM-77;Management Internazionale, Imprenditorialita' e Finanza - International Management, Entrepreneurship And Finance;BERGAMO;16;F;29
2019;1701;Brescia;L-09;Ingegneria dell'Automazione Industriale;BRESCIA;17;M;29
2019;1701;Brescia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);BRESCIA;17;M;29
2019;1701;Brescia;LM-31;Ingegneria Gestionale;BRESCIA;17;F;29
2019;2301;Verona;LM-68;Scienze dello Sport e della Prestazione Fisica;VERONA;23;M;29
2019;2701;Venezia Cà Foscari;L-27;Chimica e Tecnologie Sostenibili;VENEZIA;27;F;29
2019;2101;Bolzano;L-39;Corso di Laurea in Servizio Sociale;BRESSANONE - BRIXEN;21;F;29
2019;2201;Trento;LM-04cu;Ingegneria Edile-Architettura;TRENTO;22;M;29
2019;2201;Trento;LM-09;Biotecnologie Cellulari e Molecolari;TRENTO;22;F;29
2019;1801;Pavia;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;PAVIA;18;F;29
2019;1801;Pavia;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;PAVIA;18;M;29
2019;1801;Pavia;LM-77;Economia e Gestione delle Imprese;PAVIA;18;F;29
2019;2801;Padova;L-14;Consulente del Lavoro;PADOVA;28;M;29
2019;2801;Padova;LM-26;Ingegneria della Sicurezza Civile e Industriale;PADOVA;28;M;29
2019;2801;Padova;LM-18;Informatica;PADOVA;28;M;29
2019;2801;Padova;LM-52;Human Rights And Multi-Level Governance;PADOVA;28;F;29
2019;2801;Padova;LM-51;Psicologia di Comunita', della Promozione del Benessere e del Cambiamento Sociale;PADOVA;28;F;29
2019;101;Torino;L-20;Innovazione Sociale, Comunicazione, Nuove Tecnologie;TORINO;1;M;29
2019;101;Torino;L-10;Lettere;TORINO;1;M;29
2019;101;Torino;L-02;Biotecnologie;TORINO;1;M;29
2019;101;Torino;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);TORINO;1;M;29
2019;101;Torino;LM-40;Matematica;TORINO;1;F;29
2019;101;Torino;LM-89;Storia dell'Arte;TORINO;1;F;29
2019;102;Torino Politecnico;LM-04;Architettura Costruzione Città;TORINO;1;F;29
2019;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;TORINO;1;F;29
2018;9201;Cagliari;L-01;Beni Culturali;CAGLIARI;92;F;29
2018;8701;Catania;LM-37;Lingue e Culture Europee ed Extraeuropee;RAGUSA;88;F;29
2018;8701;Catania;LM-31;Ingegneria Gestionale;CATANIA;87;M;29
2018;9001;Sassari;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SASSARI;90;M;29
2019;201;Piemonte Orientale;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);NOVARA;3;F;29
2019;102;Torino Politecnico;LM-32;Ingegneria Informatica;TORINO;1;F;29
2019;1001;Genova;L-04;Design del Prodotto e della Nautica;GENOVA;10;F;29
2019;1001;Genova;L-27;Chimica e Tecnologie Chimiche;GENOVA;10;F;29
2019;1001;Genova;L-42;Storia;GENOVA;10;M;29
2019;1001;Genova;LM-13;Chimica e Tecnologia Farmaceutiche;GENOVA;10;F;29
2019;1001;Genova;LM-19;Informazione ed Editoria;GENOVA;10;F;29
2019;1202;Insubria;L-02;Biotecnologie;VARESE;12;F;29
2019;1001;Genova;LM-33;Ingegneria Meccanica - Energia e Aeronautica;GENOVA;10;M;29
2019;1501;Milano;L-16;Scienze del Lavoro dell?Amministrazione e del Management;MILANO;15;F;29
2019;1501;Milano;L-02;Biotecnologie Mediche;MILANO;15;F;29
2019;1501;Milano;LM-46;Odontoiatria e Protesi Dentaria;MILANO;15;M;29
2019;1501;Milano;L-29;Scienze e Sicurezza Chimico-Tossicologiche dell'Ambiente;MILANO;15;F;29
2019;1501;Milano;L-26;Scienze e Tecnologie della Ristorazione;MILANO;15;M;29
2019;1501;Milano;LM-63;Amministrazioni e Politiche Pubbliche;MILANO;15;F;29
2021;9001;Sassari;LM-14;Lettere, Filologia Moderna e Industria Culturale;SASSARI;90;F;29
2021;8701;Catania;LM-69;Scienze e Tecnologie Agrarie;CATANIA;87;F;29
2021;9201;Cagliari;L-14;Scienze dei Servizi Giuridici;CAGLIARI;92;F;29
2021;9201;Cagliari;L-01;Beni Culturali e Spettacolo;CAGLIARI;92;F;29
2021;9001;Sassari;LMG/01;Giurisprudenza;SASSARI;90;M;29
2021;8701;Catania;L-11;Lingue e Culture Europee Euroamericane ed Orientali;CATANIA;87;M;29
2021;9201;Cagliari;L-33;Economia e Finanza;CAGLIARI;92;M;29
2021;7601;Basilicata;L-10;Studi Umanistici;POTENZA;76;F;29
2021;7601;Basilicata;LM-56;Economia e Management;POTENZA;76;F;29
2021;7901;Catanzaro;LM/SNT1;Scienze Infermieristiche e Ostetriche;CATANZARO;79;F;29
2021;8001;Reggio Calabria;L-09;Ingegneria Industriale;REGGIO DI CALABRIA;80;M;29
2021;8003;Reggio Calabria - Dante Alighieri;LM-87;Programmazione e Gestione delle Politiche e dei Servizi Sociali d'Area Mediterranea;REGGIO DI CALABRIA;80;F;29
2021;8201;Palermo;L-08;Ingegneria dell'Innovazione per le Imprese Digitali;PALERMO;82;F;29
2021;8201;Palermo;L-39;Servizio Sociale;AGRIGENTO;84;F;29
2021;8201;Palermo;LM-51;Psicologia Sociale, del Lavoro e delle Organizzazioni;PALERMO;82;F;29
2021;8201;Palermo;LM-04cu;Architettura;PALERMO;82;M;29
2021;8301;Messina;L-09;Ingegneria Industriale;MESSINA;83;M;29
2021;6306;Napoli Vanvitelli;L-33;Economia e Commercio;CAPUA;61;M;29
2021;6201;Sannio;LMG/01;Giurisprudenza;BENEVENTO;62;M;29
2021;6301;Napoli Federico II;LM-78;Corso di Laurea Magistrale in Filosofia;NAPOLI;63;M;29
2021;6301;Napoli Federico II;LM-88;Comunicazione Pubblica, Sociale e Politica;NAPOLI;63;F;29
2021;6301;Napoli Federico II;LM-09;Corso di Laurea Magistrale in Biotecnologie del Farmaco;NAPOLI;63;F;29
2021;6301;Napoli Federico II;LM-25;Ingegneria dell'Automazione;NAPOLI;63;M;29
2021;7501;Salento;L-01;Beni Culturali;LECCE;75;F;29
2021;7501;Salento;L-10;Lettere;LECCE;75;M;29
2021;7202;Bari Politecnico;LM-23;Ingegneria Civile;BARI;72;F;29
2021;7203;Casamassima - G.Degennaro;LMG/01;Giurisprudenza;CASAMASSIMA;72;M;29
2021;6701;Teramo;LMG/01;Giurisprudenza;TERAMO;67;M;29
2021;6901;Chieti e Pescara;LM-77;Economia e Management;PESCARA;68;M;29
2021;3801;Ferrara;L-10;Lettere, Arti e Archeologia;FERRARA;38;F;29
2021;3701;Bologna;LM-56;Economia e Diritto;BOLOGNA;37;M;29
2021;3701;Bologna;LM-51;Neuroscienze e Riabilitazione Neuropsicologica;CESENA;40;F;29
2021;3701;Bologna;LM-33;Ingegneria Meccanica;FORLI';40;M;29
2021;3701;Bologna;LM-70;Scienze e Tecnologie Alimentari;CESENA;40;M;29
2021;3701;Bologna;LM-76;Innovation And Organization Of Culture And The Arts;BOLOGNA;37;F;29
2021;3701;Bologna;L-26;Tecnologie Alimentari;CESENA;40;F;29
2021;3701;Bologna;L-26;Tecnologie Alimentari;CESENA;40;M;29
