"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","1","nubile/celibe","2020","2020",15901,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","1","nubile/celibe","2020","2020",41903,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","1","nubile/celibe","2020","2020",10085,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",27602,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","1","nubile/celibe","2020","2020",11861,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",10967,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",11861,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","1","nubile/celibe","2020","2020",10967,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",3996,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","1","nubile/celibe","2020","2020",27602,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","1","nubile/celibe","2020","2020",50210,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",41903,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",34181,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",1050,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",87242,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",10636,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",4944,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",29161,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",34181,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",87242,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",1050,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",4944,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",40633,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",10858,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",10636,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",29161,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",37450,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",37450,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",10858,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",9243,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",40633,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",5692,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",5692,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",9243,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",6845,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",6845,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",12179,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",12179,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",49513,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",49513,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",10300,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",10300,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",2153,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",2153,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",50945,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",50945,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",32418,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",32418,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",4045,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",4045,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",16068,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",16068,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",42972,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",42972,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","1","nubile/celibe","2020","2020",11252,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",11252,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",38385,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",5211,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",2192,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",35065,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",10623,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",1033,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",5211,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",5412,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",38385,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",88821,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",88821,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",1033,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",35065,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",41614,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",4026,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",10623,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",11614,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",29467,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",4026,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",42416,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",33061,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",16075,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",42416,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",10453,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",41614,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",50450,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",9426,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",5412,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",11614,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",29467,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",10453,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",2192,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",52006,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",33061,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",12490,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",52006,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",50450,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",10956,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",16075,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",9426,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",10956,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",12490,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","1","nubile/celibe","2020","2020",7118,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",7118,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",4406,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",12206,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",12206,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",4406,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",7461,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",53333,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",2245,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",12818,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",44542,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",31289,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",54373,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",34277,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",53333,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",7461,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",16483,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",10966,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",2245,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",44542,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",12818,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",10966,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",16483,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",31289,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",34277,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",54373,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",5625,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",36414,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",10859,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",92013,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",36414,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",10859,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",5234,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",39593,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",1124,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",5234,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",1124,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",43637,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",39593,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",92013,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",9844,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",9844,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",11590,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",11590,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",43637,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","1","nubile/celibe","2020","2020",5625,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",10901,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",36698,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",10901,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",12843,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",4374,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",12843,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",36698,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",5377,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",93991,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",40376,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",5524,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",10021,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","1","nubile/celibe","2020","2020",5377,,
